0.10257308 627.99891540 627.98741751 
0.20514616 45.68035609 45.67037522 
0.30771924 0.28640945 0.28027862 
0.41029233 0.23002121 0.21738929 
0.51286541 1.34952368 1.32718150 
0.61543849 0.16371280 0.15162267 
0.71801157 0.01419109 0.00047240 
0.82058465 0.13369940 0.12434606 
0.92315773 0.12028975 0.10469809 
1.02573081 0.01267194 -0.00072780 
1.12830389 0.04099269 0.00671201 
1.23087698 0.06628313 0.05044280 
1.33345006 0.03254468 -0.00611204 
1.43602314 0.02496074 -0.00787054 
1.53859622 0.05077025 0.01318036 
1.64116930 0.04152752 0.01610537 
1.74374238 0.04091616 0.00135270 
1.84631546 0.06038408 -0.01811454 
1.94888854 0.07022966 -0.01757409 
2.05146163 0.05439566 -0.00721635 
2.15403471 0.07526756 0.01503730 
2.25660779 0.08383210 0.02114765 
2.35918087 0.11687639 0.02523107 
2.46175395 0.11898589 0.00413686 
2.56432703 0.13602717 0.01366807 
2.66690011 0.22932294 0.04869031 
2.76947320 0.21171018 -0.00843540 
2.87204628 0.17901621 0.02543151 
2.97461936 0.32028064 0.14223308 
3.07719244 0.29831944 -0.07764410 
3.17976552 0.41119698 0.06829044 
3.28233860 0.39776930 0.05271069 
3.38491168 0.57246215 0.08991830 
3.48748476 0.56174950 0.10383285 
3.59005785 0.88101387 0.02540996 
3.69263093 0.84723086 -0.16596754 
3.79520401 0.99072360 -0.18312395 
3.89777709 0.84849755 0.10473131 
4.00035017 1.54990431 -0.11544033 
4.10292325 2.70291449 1.44097666 
4.20549633 1.20861258 -0.17120628 
4.30806941 1.61436385 -0.09647362 
4.41064250 1.39997201 0.12171491 
4.51321558 1.45954579 0.10260042 
4.61578866 2.30105656 0.34628015 
4.71836174 1.29519563 -0.32466545 
4.82093482 1.49213163 0.41069139 
4.92350790 0.75772068 0.03288423 
5.02608098 0.87858591 -0.08712067 
5.12865407 1.27868620 -0.40773622 
5.23122715 0.87877964 0.04082912 
5.33380023 1.55748171 0.67771647 
5.43637331 0.82966161 -0.07117787 
5.53894639 1.08866608 -0.24326836 
5.64151947 0.79635706 0.25859477 
5.74409255 0.79682203 -0.07127598 
5.84666563 1.07229626 0.22002294 
5.94923872 0.74604364 -0.18440908 
6.05181180 0.74369943 0.33549044 
6.15438488 0.47932289 -0.00431799 
6.25695796 0.45179363 -0.17734208 
6.35953104 0.67017537 -0.18433930 
6.46210412 0.85611525 -0.04588575 
6.56467720 0.97475477 0.08208943 
6.66725029 0.87755505 0.14244488 
6.76982337 1.27344891 -0.39422078 
6.87239645 0.63625987 -0.00156480 
6.97496953 1.34656581 -0.41728136 
7.07754261 1.44218699 0.57475616 
7.18011569 0.96241239 0.17957913 
7.28268877 0.70268674 -0.04523166 
7.38526185 0.92192680 -0.08356606 
7.48783494 1.11628578 -0.02468272 
7.59040802 0.75287695 0.24365966 
7.69298110 0.69114849 -0.15896775 
7.79555418 1.31477687 -0.58232859 
7.89812726 1.06057179 -0.05252967 
8.00070034 1.22498470 -0.12959095 
8.10327342 1.20129726 -0.17235778 
8.20584650 1.64877888 0.06087475 
8.30841959 0.93792969 0.02774858 
8.41099267 1.34601718 0.02393243 
8.51356575 1.50644244 0.33923062 
8.61613883 0.94453212 -0.17860521 
8.71871191 0.96523693 -0.03975736 
8.82128499 0.95164788 -0.09015231 
8.92385807 1.51961247 -0.51628086 
9.02643116 1.15818995 -0.17261202 
9.12900424 0.76119333 0.01559703 
9.23157732 1.23373799 0.24290200 
9.33415040 1.42988841 0.54808231 
9.43672348 0.86389768 -0.10224438 
9.53929656 0.84774435 0.04510299 
9.64186964 0.80226797 -0.14247248 
9.74444272 0.89097358 0.08455198 
9.84701581 1.18247294 0.15928931 
9.94958889 1.10359806 0.02595813 
